query,label,label_id
Summarize the recent research developments in natural language processing and predict how it will affect human-computer interaction over the next decade.,large-LLM,1
What is the capital of france?,small-LLM,0
Implement a custom React hook for debouncing.,large-LLM,1
How tall is the Eiffel Tower?,small-LLM,0
Compare and contrast agile methodology with waterfall methodology in the context of project risk management.,large-LLM,1
Summarize the recent research developments in natural language processing and predict how it will affect human-computer interaction over the next decade.,large-LLM,1
Can you debug this SQL code? It's throwing a 'Syntax error' error when using a reserved keyword as a column name.,large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to build muscle while accommodating a keto diet.,large-LLM,1
How tall is the Great Pyramid of Giza?,small-LLM,0
How many ounces are in a cup?,small-LLM,0
Summarize the recent research developments in materials science and predict how it will affect the development of solid-state batteries over the next decade.,large-LLM,1
Create a structured weekly meal plan and workout routine for someone trying to build muscle while accommodating a keto diet.,large-LLM,1
Can you debug this SQL code? It's throwing a 'Syntax error' error when using a reserved keyword as a column name.,large-LLM,1
What is the formula for methane?,small-LLM,0
Create a structured weekly meal plan and workout routine for someone trying to lose weight while accommodating a vegan diet.,large-LLM,1
What is the formula for methane?,small-LLM,0
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
Is 23 a prime number?,small-LLM,0
How tall is the Empire State Building?,small-LLM,0
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
Can you debug this SQL code? It's throwing a 'Syntax error' error when using a reserved keyword as a column name.,large-LLM,1
"Please provide a Python script that uses BeautifulSoup to scrape Wikipedia for articles on machine learning, extracts the first paragraph of each, and saves the text to a Postgres database. Just kidding, I only need to know: who wrote the Great Gatsby?",small-LLM,0
How do you say 'please' in French?,small-LLM,0
"Write a detailed essay about the structural factors causing the 2008 financial crisis. Discuss at least the housing bubble, deregulation, and predatory lending.",large-LLM,1
How many continents are there?,small-LLM,0
What time is it in Paris?,small-LLM,0
I need a Python script using BeautifulSoup to scrape a dynamic webpage. Ensure it handles pagination and rate limits.,large-LLM,1
Explain quantum entanglement mathematically.,large-LLM,1
Who wrote Hamlet?,small-LLM,0
Define algorithm.,small-LLM,0
"I am writing a detailed essay about the structural factors causing climate change, including greenhouse gas emissions, deforestation, and industrialization. As a fun aside for my introduction, who was the 16th president of the United States?",small-LLM,0
Act as a senior software architect. Design a system for a global e-commerce platform that prioritizes high availability and low latency.,large-LLM,1
What time is it in London?,small-LLM,0
Is 23 a prime number?,small-LLM,0
"Develop a comprehensive business plan for a fintech startup, including market analysis, competitive landscape, and regulatory compliance.",large-LLM,1
"Can you debug this C++ code throwing a segmentation fault when dereferencing a null pointer? Nevermind, I just need to know how many ounces are in a standard cup.",small-LLM,0
I need a Python script using Flask to build a REST API. Ensure it handles user authentication and database migrations.,large-LLM,1
List 3 fruits that are red.,small-LLM,0
Translate what is your name to Spanish.,small-LLM,0
Is 0 a prime number?,small-LLM,0
When was Albert Einstein born?,small-LLM,0
Compare and contrast stoicism with nihilism in the context of finding meaning in life.,large-LLM,1
"Consider a scenario where the macroeconomic impacts of a 2008-style financial crisis cause rapid market deflation. In completely unrelated news, I need to know: how many days are there in a standard leap year?",small-LLM,0
Who won the Super Bowl in 2021?,small-LLM,0
How tall is the Great Pyramid of Giza?,small-LLM,0
Define osmosis.,small-LLM,0
What year did the Titanic sink?,small-LLM,0
I need a Python script using Flask to build a REST API. Ensure it handles user authentication and database migrations.,large-LLM,1
What is the formula for ammonia?,small-LLM,0
"I need a comprehensive business plan for a fintech startup, including market analysis, competitive landscape, and regulatory compliance strategies. First, though, when was Albert Einstein born?",small-LLM,0
What's the weather like in Seattle today?,small-LLM,0
Who wrote The Odyssey?,small-LLM,0
Compare and contrast capitalism with socialism in the context of income inequality.,large-LLM,1
Is 144 a prime number?,small-LLM,0
"Consider a scenario where the macroeconomic impacts of a 2008-style financial crisis cause rapid market deflation. In completely unrelated news, I need to know: how many days are there in a standard leap year?",small-LLM,0
"Write a detailed essay about the structural factors causing climate change. Discuss at least greenhouse gas emissions, deforestation, and industrialization.",large-LLM,1
"Develop a comprehensive business plan for a edtech startup, including customer acquisition strategy, product roadmap, and scalability.",large-LLM,1
Translate see you later to Spanish.,small-LLM,0
Act as a senior software architect. Design a system for a distributed file system that prioritizes data replication and fault tolerance.,large-LLM,1
List 3 fruits that are red.,small-LLM,0
How do you say 'hello' in French?,small-LLM,0
Who wrote Pride and Prejudice?,small-LLM,0
What's the weather like in Seattle today?,small-LLM,0
Explain the mathematical proof for the central limit theorem and how it applies to statistical inference and hypothesis testing.,large-LLM,1
Who wrote Hamlet?,small-LLM,0
I need a Python script using Selenium to automate form filling. Ensure it handles captchas and random class names.,large-LLM,1
Is 144 a prime number?,small-LLM,0
I need a Python script using Selenium to automate form filling. Ensure it handles captchas and random class names.,large-LLM,1
Why does 0.1 + 0.2 !== 0.3 in JS?,large-LLM,1
